ENSG	ENST	ENSP	Gene_name	Length	PredHel	Topology
ENSG00000116729	ENST00000370973	ENSP00000360012	WLS	len=122	PredHel=1	Topology=o101-120i
ENSG00000116729	ENST00000491076	ENSP00000433188	WLS	len=38	PredHel=1	Topology=i13-35o
ENSG00000116729	ENST00000370971	ENSP00000360010	WLS	len=127	PredHel=1	Topology=i13-35o
ENSG00000116729	ENST00000540432	ENSP00000446112	WLS	len=545	PredHel=8	Topology=i13-35o233-252i265-287o302-319i332-354o379-401i434-456o471-493i
ENSG00000132563	ENST00000378339	ENSP00000367590	REEP2	len=254	PredHel=2	Topology=o4-21i42-64o
ENSG00000132563	ENST00000254901	ENSP00000254901	REEP2	len=252	PredHel=2	Topology=o4-21i42-64o
ENSG00000132563	ENST00000506158	ENSP00000422530	REEP2	len=214	PredHel=1	Topology=i5-27o
ENSG00000132563	ENST00000507511	ENSP00000424441	REEP2	len=40	PredHel=1	Topology=o4-21i
ENSG00000132563	ENST00000512126	ENSP00000426658	REEP2	len=191	PredHel=1	Topology=i78-100o
ENSG00000089356	ENST00000604404	ENSP00000474438	FXYD3	len=87	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000435734	ENSP00000389770	FXYD3	len=113	PredHel=1	Topology=o34-56i
ENSG00000089356	ENST00000603181	ENSP00000474851	FXYD3	len=87	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000604255	ENSP00000473929	FXYD3	len=144	PredHel=2	Topology=i61-78o93-115i
ENSG00000089356	ENST00000605550	ENSP00000474514	FXYD3	len=70	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000604804	ENSP00000475056	FXYD3	len=116	PredHel=1	Topology=o66-88i
ENSG00000089356	ENST00000603524	ENSP00000474223	FXYD3	len=116	PredHel=1	Topology=o66-88i
ENSG00000089356	ENST00000604621	ENSP00000474526	FXYD3	len=87	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000605677	ENSP00000474622	FXYD3	len=96	PredHel=1	Topology=o34-56i
ENSG00000089356	ENST00000535103	ENSP00000443953	FXYD3	len=144	PredHel=2	Topology=i61-78o93-115i
ENSG00000089356	ENST00000346446	ENSP00000328259	FXYD3	len=113	PredHel=1	Topology=o34-56i
ENSG00000089356	ENST00000344013	ENSP00000339499	FXYD3	len=87	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000406988	ENSP00000385200	FXYD3	len=87	PredHel=1	Topology=o37-59i
ENSG00000089356	ENST00000406242	ENSP00000385412	FXYD3	len=96	PredHel=1	Topology=o34-56i
ENSG00000149452	ENST00000336232	ENSP00000337335	SLC22A8	len=542	PredHel=8	Topology=o15-37i127-144o177-199i211-233o243-265i326-348o358-380i387-409o
ENSG00000149452	ENST00000545207	ENSP00000441658	SLC22A8	len=451	PredHel=8	Topology=o36-53i60-82o86-108i120-142o152-174i235-257o267-289i296-318o
ENSG00000149452	ENST00000535878	ENSP00000443368	SLC22A8	len=419	PredHel=8	Topology=o4-21i28-50o54-76i88-110o120-142i203-225o235-257i264-286o
ENSG00000149452	ENST00000311438	ENSP00000311463	SLC22A8	len=533	PredHel=8	Topology=o15-37i127-144o177-199i211-233o243-265i326-348o358-380i387-409o
ENSG00000149452	ENST00000430500	ENSP00000398548	SLC22A8	len=542	PredHel=8	Topology=o15-37i127-144o177-199i211-233o243-265i326-348o358-380i387-409o
ENSG00000080166	ENST00000377028	ENSP00000366227	DCT	len=519	PredHel=1	Topology=o471-493i
ENSG00000080166	ENST00000446125	ENSP00000392762	DCT	len=552	PredHel=1	Topology=o504-526i
ENSG00000104870	ENST00000221466	ENSP00000221466	FCGRT	len=365	PredHel=1	Topology=o298-320i
ENSG00000104870	ENST00000426395	ENSP00000410798	FCGRT	len=365	PredHel=1	Topology=o298-320i
ENSG00000104870	ENST00000599988	ENSP00000471300	FCGRT	len=99	PredHel=1	Topology=o32-54i
ENSG00000104870	ENST00000596975	ENSP00000471118	FCGRT	len=273	PredHel=1	Topology=o206-228i
ENSG00000214597	ENST00000398633	ENSP00000381630	TMEM249	len=235	PredHel=2	Topology=o61-80i89-108o
ENSG00000151229	ENST00000280871	ENSP00000280871	SLC2A13	len=648	PredHel=12	Topology=i80-102o122-144i149-168o174-196i208-230o240-259i325-347o362-384i393-415o507-529i542-564o569-591i
ENSG00000151229	ENST00000380858	ENSP00000370239	SLC2A13	len=357	PredHel=7	Topology=i80-102o122-144i149-168o174-196i208-230o240-259i325-347o
ENSG00000160588	ENST00000278949	ENSP00000278949	MPZL3	len=235	PredHel=2	Topology=i12-34o159-181i
ENSG00000160588	ENST00000525386	ENSP00000434636	MPZL3	len=65	PredHel=1	Topology=o5-27i
ENSG00000160588	ENST00000527472	ENSP00000432106	MPZL3	len=223	PredHel=1	Topology=o147-169i
ENSG00000160588	ENST00000446386	ENSP00000393594	MPZL3	len=108	PredHel=1	Topology=i12-34o
ENSG00000144191	ENST00000436404	ENSP00000410070	CNGA3	len=676	PredHel=2	Topology=i285-307o360-382i
ENSG00000144191	ENST00000272602	ENSP00000272602	CNGA3	len=694	PredHel=2	Topology=i303-325o378-400i
ENSG00000144191	ENST00000409937	ENSP00000386761	CNGA3	len=698	PredHel=3	Topology=o171-190i307-329o382-404i
ENSG00000144191	ENST00000393504	ENSP00000377140	CNGA3	len=694	PredHel=2	Topology=i303-325o378-400i
ENSG00000168944	ENST00000513565	ENSP00000422089	CEP120	len=380	PredHel=1	Topology=o349-368i
ENSG00000168944	ENST00000395431	ENSP00000378819	CEP120	len=380	PredHel=1	Topology=o349-368i
ENSG00000126709	ENST00000361157	ENSP00000354736	IFI6	len=130	PredHel=2	Topology=i5-24o44-66i
ENSG00000126709	ENST00000339145	ENSP00000342513	IFI6	len=138	PredHel=2	Topology=i5-24o52-74i
ENSG00000126709	ENST00000362020	ENSP00000355152	IFI6	len=134	PredHel=2	Topology=i5-24o48-70i
ENSG00000137857	ENST00000321429	ENSP00000317997	DUOX1	len=1551	PredHel=6	Topology=o594-616i1044-1066o1081-1103i1149-1171o1186-1208i1221-1243o
ENSG00000137857	ENST00000389037	ENSP00000373689	DUOX1	len=1551	PredHel=6	Topology=o594-616i1044-1066o1081-1103i1149-1171o1186-1208i1221-1243o
ENSG00000137857	ENST00000561166	ENSP00000454065	DUOX1	len=1197	PredHel=6	Topology=o240-262i690-712o727-749i795-817o832-854i867-889o
ENSG00000152749	ENST00000376958	ENSP00000366157	GPR180	len=440	PredHel=7	Topology=o173-192i205-227o247-269i290-307o322-344i357-379o389-411i
ENSG00000196387	ENST00000440984	ENSP00000439805	ZNF140	len=108	PredHel=1	Topology=i78-100o
ENSG00000185803	ENST00000524541	ENSP00000434239	SLC52A2	len=69	PredHel=2	Topology=i9-31o46-68i
ENSG00000185803	ENST00000530047	ENSP00000435820	SLC52A2	len=445	PredHel=11	Topology=i9-31o46-68i81-103o113-135i147-169o196-218i276-298o308-330i337-359o369-391i404-426o
ENSG00000185803	ENST00000527078	ENSP00000434728	SLC52A2	len=445	PredHel=11	Topology=i9-31o46-68i81-103o113-135i147-169o196-218i276-298o308-330i337-359o369-391i404-426o
ENSG00000185803	ENST00000526338	ENSP00000433583	SLC52A2	len=170	PredHel=3	Topology=o10-32i114-136o146-168i
ENSG00000185803	ENST00000402965	ENSP00000385961	SLC52A2	len=445	PredHel=11	Topology=i9-31o46-68i81-103o113-135i147-169o196-218i276-298o308-330i337-359o369-391i404-426o
ENSG00000185803	ENST00000534725	ENSP00000431965	SLC52A2	len=172	PredHel=5	Topology=i9-31o46-68i81-103o113-135i147-169o
ENSG00000185803	ENST00000532887	ENSP00000436768	SLC52A2	len=445	PredHel=11	Topology=i9-31o46-68i81-103o113-135i147-169o196-218i276-298o308-330i337-359o369-391i404-426o
ENSG00000185803	ENST00000329994	ENSP00000333638	SLC52A2	len=445	PredHel=11	Topology=i9-31o46-68i81-103o113-135i147-169o196-218i276-298o308-330i337-359o369-391i404-426o
ENSG00000185803	ENST00000526779	ENSP00000436917	SLC52A2	len=87	PredHel=2	Topology=i9-31o46-68i
ENSG00000185803	ENST00000526752	ENSP00000433796	SLC52A2	len=111	PredHel=1	Topology=o10-32i
ENSG00000185803	ENST00000540505	ENSP00000440400	SLC52A2	len=357	PredHel=8	Topology=o23-45i58-80o108-130i188-210o220-242i249-271o281-303i316-338o
ENSG00000197658	ENST00000417740	ENSP00000396586	SLC22A24	len=551	PredHel=9	Topology=o15-37i178-200o204-226i233-255o260-277i350-368o378-400i407-426o496-515i
ENSG00000197658	ENST00000326192	ENSP00000321549	SLC22A24	len=322	PredHel=5	Topology=o15-37i178-200o204-226i233-255o259-278i
ENSG00000138172	ENST00000369788	ENSP00000358803	CALHM2	len=323	PredHel=4	Topology=i21-43o58-80i101-123o186-205i
ENSG00000138172	ENST00000260743	ENSP00000260743	CALHM2	len=323	PredHel=4	Topology=i21-43o58-80i101-123o186-205i
ENSG00000138172	ENST00000393235	ENSP00000376927	CALHM2	len=218	PredHel=3	Topology=i21-43o53-75i96-118o
ENSG00000183960	ENST00000328405	ENSP00000328813	KCNH8	len=1107	PredHel=6	Topology=o224-246i259-281o308-330i355-377o420-442i449-471o
ENSG00000183960	ENST00000537696	ENSP00000446294	KCNH8	len=185	PredHel=2	Topology=o61-83i120-142o
ENSG00000028203	ENST00000436874	ENSP00000410083	VEZT	len=779	PredHel=1	Topology=o160-182i
ENSG00000028203	ENST00000549002	ENSP00000449591	VEZT	len=159	PredHel=1	Topology=o130-152i
ENSG00000028203	ENST00000551472	ENSP00000449701	VEZT	len=189	PredHel=1	Topology=o163-185i
ENSG00000028203	ENST00000546445	ENSP00000447151	VEZT	len=98	PredHel=1	Topology=i72-94o
ENSG00000028203	ENST00000397792	ENSP00000380894	VEZT	len=723	PredHel=1	Topology=i112-134o
ENSG00000028203	ENST00000261219	ENSP00000261219	VEZT	len=731	PredHel=1	Topology=i112-134o
ENSG00000184999	ENST00000533483	ENSP00000433048	SLC22A10	len=372	PredHel=7	Topology=o96-115i122-144o148-167i180-202o206-228i298-317o337-359i
ENSG00000184999	ENST00000332793	ENSP00000327569	SLC22A10	len=541	PredHel=11	Topology=i21-43o148-167i174-196o200-219i232-254o258-280i350-368o378-400i407-425o435-457i478-500o
ENSG00000184999	ENST00000532724	ENSP00000433817	SLC22A10	len=264	PredHel=3	Topology=o95-114i190-209o229-251i
ENSG00000184999	ENST00000544661	ENSP00000445667	SLC22A10	len=269	PredHel=6	Topology=i19-41o45-64i77-99o103-125i195-214o234-256i
ENSG00000184999	ENST00000535888	ENSP00000444602	SLC22A10	len=147	PredHel=2	Topology=i21-43o48-70i
ENSG00000132517	ENST00000254853	ENSP00000254853	SLC52A1	len=448	PredHel=11	Topology=i9-31o46-68i81-103o113-135i142-164o196-218i274-296o311-333i340-362o372-394i407-429o
ENSG00000132517	ENST00000512825	ENSP00000443026	SLC52A1	len=350	PredHel=8	Topology=i9-31o46-68i81-103o113-135i142-164o196-218i281-303o313-335i
ENSG00000132517	ENST00000424747	ENSP00000399979	SLC52A1	len=448	PredHel=11	Topology=i9-31o46-68i81-103o113-135i142-164o196-218i274-296o311-333i340-362o372-394i407-429o
ENSG00000113504	ENST00000264930	ENSP00000264930	SLC12A7	len=1083	PredHel=11	Topology=i122-144o154-176i197-219o251-270i277-296o412-434i455-477o492-514i555-572o576-598i618-640o
ENSG00000149573	ENST00000278937	ENSP00000278937	MPZL2	len=215	PredHel=2	Topology=i9-31o153-175i
ENSG00000149573	ENST00000438295	ENSP00000408362	MPZL2	len=215	PredHel=2	Topology=i9-31o153-175i
ENSG00000130164	ENST00000558518	ENSP00000454071	LDLR	len=860	PredHel=1	Topology=o787-809i
ENSG00000130164	ENST00000455727	ENSP00000397829	LDLR	len=692	PredHel=1	Topology=o619-641i
ENSG00000130164	ENST00000535915	ENSP00000440520	LDLR	len=819	PredHel=1	Topology=o746-768i
ENSG00000130164	ENST00000545707	ENSP00000437639	LDLR	len=682	PredHel=1	Topology=o609-631i
ENSG00000130164	ENST00000558013	ENSP00000453346	LDLR	len=858	PredHel=1	Topology=o787-809i
ENSG00000130164	ENST00000252444	ENSP00000252444	LDLR	len=945	PredHel=1	Topology=o872-894i
ENSG00000197586	ENST00000354989	ENSP00000347084	ENTPD6	len=467	PredHel=1	Topology=i21-43o
ENSG00000197586	ENST00000360031	ENSP00000353131	ENTPD6	len=483	PredHel=1	Topology=i37-59o
ENSG00000197586	ENST00000376652	ENSP00000365840	ENTPD6	len=484	PredHel=1	Topology=i38-60o
ENSG00000197586	ENST00000439162	ENSP00000408098	ENTPD6	len=296	PredHel=1	Topology=i20-42o
ENSG00000197586	ENST00000417467	ENSP00000395064	ENTPD6	len=226	PredHel=1	Topology=i20-42o
ENSG00000197586	ENST00000433259	ENSP00000401895	ENTPD6	len=437	PredHel=1	Topology=i38-60o
ENSG00000197586	ENST00000435520	ENSP00000398844	ENTPD6	len=188	PredHel=1	Topology=i37-59o
ENSG00000197586	ENST00000418890	ENSP00000390511	ENTPD6	len=194	PredHel=1	Topology=i21-43o
ENSG00000197586	ENST00000425813	ENSP00000390646	ENTPD6	len=300	PredHel=1	Topology=i38-60o
ENSG00000182271	ENST00000328886	ENSP00000332404	TMIGD1	len=262	PredHel=1	Topology=o219-241i
ENSG00000198851	ENST00000361763	ENSP00000354566	CD3E	len=207	PredHel=1	Topology=o130-152i
ENSG00000198851	ENST00000528600	ENSP00000433975	CD3E	len=201	PredHel=1	Topology=o124-146i
ENSG00000125257	ENST00000376887	ENSP00000366084	ABCC4	len=1325	PredHel=11	Topology=i91-113o133-155i210-229o233-255i324-346o351-373i707-729o769-791i856-878o947-969i976-998o
ENSG00000125257	ENST00000412704	ENSP00000388657	ABCC4	len=1278	PredHel=9	Topology=i91-113o133-155i210-229o233-255i324-346o351-373i717-739o809-831i900-922o
ENSG00000125257	ENST00000536256	ENSP00000442024	ABCC4	len=784	PredHel=5	Topology=o153-175i249-271o276-298i632-654o694-716i
ENSG00000125257	ENST00000431522	ENSP00000398562	ABCC4	len=859	PredHel=8	Topology=i91-113o133-155i210-229o233-255i324-346o351-373i707-729o769-791i
ENSG00000108582	ENST00000225719	ENSP00000225719	CPD	len=1380	PredHel=1	Topology=o1300-1322i
ENSG00000108582	ENST00000543464	ENSP00000444443	CPD	len=1133	PredHel=1	Topology=o1053-1075i
ENSG00000137522	ENST00000361756	ENSP00000354571	RNF121	len=327	PredHel=6	Topology=o50-72i79-96o101-120i140-162o175-192i302-324o
ENSG00000137522	ENST00000530058	ENSP00000431325	RNF121	len=81	PredHel=1	Topology=o50-72i
ENSG00000137522	ENST00000393711	ENSP00000377314	RNF121	len=113	PredHel=1	Topology=o50-72i
ENSG00000137522	ENST00000530655	ENSP00000432898	RNF121	len=52	PredHel=1	Topology=i21-38o
ENSG00000137522	ENST00000533380	ENSP00000433574	RNF121	len=167	PredHel=2	Topology=i21-40o142-164i
ENSG00000137522	ENST00000393713	ENSP00000377316	RNF121	len=205	PredHel=4	Topology=i21-40o67-86i106-128o143-160i
ENSG00000137522	ENST00000526549	ENSP00000434127	RNF121	len=49	PredHel=1	Topology=i21-40o
ENSG00000137522	ENST00000525243	ENSP00000435859	RNF121	len=146	PredHel=1	Topology=o46-68i
ENSG00000137522	ENST00000530137	ENSP00000431286	RNF121	len=295	PredHel=5	Topology=i21-40o67-86i106-128o143-160i270-292o
ENSG00000137522	ENST00000545854	ENSP00000443799	RNF121	len=246	PredHel=4	Topology=o20-39i59-81o94-111i221-243o
ENSG00000065665	ENST00000379051	ENSP00000368339	SEC61A2	len=159	PredHel=3	Topology=i33-55o75-97i118-137o
ENSG00000065665	ENST00000441368	ENSP00000404959	SEC61A2	len=189	PredHel=3	Topology=i32-54o74-96i153-175o
ENSG00000065665	ENST00000475268	ENSP00000436749	SEC61A2	len=418	PredHel=6	Topology=i33-55o75-97i118-138o143-165i241-263o283-305i
ENSG00000065665	ENST00000298428	ENSP00000298428	SEC61A2	len=476	PredHel=8	Topology=i33-55o75-97i118-138o143-165i241-263o283-305i413-435o440-462i
ENSG00000065665	ENST00000304267	ENSP00000302048	SEC61A2	len=437	PredHel=6	Topology=i33-55o75-97i118-138o143-165i241-263o283-305i
ENSG00000065665	ENST00000472221	ENSP00000436294	SEC61A2	len=162	PredHel=4	Topology=i33-55o75-97i118-137o141-158i
ENSG00000065665	ENST00000379020	ENSP00000368306	SEC61A2	len=410	PredHel=8	Topology=i33-55o75-97i118-138o143-165i239-261o295-317i347-369o374-396i
ENSG00000065665	ENST00000379017	ENSP00000368302	SEC61A2	len=168	PredHel=4	Topology=i33-55o75-97i118-137o142-164i
ENSG00000065665	ENST00000457034	ENSP00000401731	SEC61A2	len=94	PredHel=2	Topology=i7-29o49-71i
ENSG00000065665	ENST00000418772	ENSP00000393214	SEC61A2	len=145	PredHel=3	Topology=o20-42i55-77o87-104i
ENSG00000065665	ENST00000419021	ENSP00000402124	SEC61A2	len=228	PredHel=5	Topology=o25-47i54-75o121-143i164-186o191-213i
ENSG00000065665	ENST00000379033	ENSP00000368319	SEC61A2	len=454	PredHel=7	Topology=o53-75i96-116o121-143i219-241o261-283i391-413o418-440i
ENSG00000148396	ENST00000398335	ENSP00000381379	SEC16A	len=140	PredHel=3	Topology=o56-78i85-107o117-139i
ENSG00000162104	ENST00000576936	ENSP00000460066	ADCY9	len=215	PredHel=4	Topology=i13-35o50-72i92-114o124-146i
ENSG00000162104	ENST00000294016	ENSP00000294016	ADCY9	len=1353	PredHel=8	Topology=o118-135i142-164o174-196i230-252o823-845i858-880o890-912i974-996o
ENSG00000213901	ENST00000295738	ENSP00000295738	SLC23A3	len=493	PredHel=3	Topology=o307-329i336-355o370-392i
ENSG00000213901	ENST00000409878	ENSP00000386473	SLC23A3	len=610	PredHel=7	Topology=o187-209i216-238o264-286i395-414o424-446i453-472o487-509i
ENSG00000213901	ENST00000455516	ENSP00000406546	SLC23A3	len=618	PredHel=7	Topology=o195-217i224-246o272-294i403-422o432-454i461-480o495-517i
ENSG00000213901	ENST00000409370	ENSP00000386989	SLC23A3	len=259	PredHel=2	Topology=o187-209i216-238o
ENSG00000040933	ENST00000409540	ENSP00000387294	INPP4A	len=954	PredHel=1	Topology=o926-948i
ENSG00000157111	ENST00000454765	ENSP00000415030	TMEM171	len=324	PredHel=4	Topology=i21-43o58-77i113-135o159-181i
ENSG00000157111	ENST00000287773	ENSP00000287773	TMEM171	len=323	PredHel=4	Topology=i21-43o58-77i113-135o159-181i
ENSG00000034677	ENST00000519449	ENSP00000428968	RNF19A	len=838	PredHel=2	Topology=o373-395i416-438o
ENSG00000034677	ENST00000341084	ENSP00000342667	RNF19A	len=838	PredHel=2	Topology=o373-395i416-438o
ENSG00000094631	ENST00000413163	ENSP00000398801	HDAC6	len=296	PredHel=1	Topology=i264-286o
ENSG00000235169	ENST00000444870	ENSP00000457386	SMIM1	len=78	PredHel=1	Topology=o53-75i
ENSG00000171714	ENST00000324559	ENSP00000315371	ANO5	len=913	PredHel=8	Topology=i300-322o382-401i459-481o511-533i556-578o677-699i733-755o823-845i
ENSG00000167286	ENST00000529594	ENSP00000437335	CD3D	len=98	PredHel=1	Topology=o31-53i
ENSG00000138622	ENST00000261917	ENSP00000261917	HCN4	len=1203	PredHel=2	Topology=o265-287i493-515o
ENSG00000115486	ENST00000233838	ENSP00000233838	GGCX	len=758	PredHel=5	Topology=i123-145o160-182i195-214o249-271i278-300o
ENSG00000115486	ENST00000430215	ENSP00000408045	GGCX	len=701	PredHel=5	Topology=i66-88o103-125i138-157o192-214i221-243o
ENSG00000112992	ENST00000264663	ENSP00000264663	NNT	len=1086	PredHel=12	Topology=o476-498i505-524o529-551i558-580o595-617i622-644o649-666i702-724o739-761i774-796o816-838i851-873o
ENSG00000112992	ENST00000344920	ENSP00000343873	NNT	len=1086	PredHel=12	Topology=o476-498i505-524o529-551i558-580o595-617i622-644o649-666i702-724o739-761i774-796o816-838i851-873o
ENSG00000112992	ENST00000512996	ENSP00000426343	NNT	len=955	PredHel=12	Topology=o345-367i374-393o398-420i427-449o464-486i491-513o518-535i571-593o608-630i643-665o685-707i720-742o
ENSG00000134873	ENST00000376873	ENSP00000366069	CLDN10	len=226	PredHel=4	Topology=i7-24o74-96i116-138o158-180i
ENSG00000134873	ENST00000299339	ENSP00000299339	CLDN10	len=228	PredHel=4	Topology=i5-27o76-98i118-140o160-182i
ENSG00000134873	ENST00000376855	ENSP00000366051	CLDN10	len=73	PredHel=2	Topology=i2-19o34-56i
ENSG00000218739	ENST00000402297	ENSP00000384331	CEBPZ-AS1	len=80	PredHel=1	Topology=o15-32i
ENSG00000218739	ENST00000397064	ENSP00000380254	CEBPZ-AS1	len=80	PredHel=1	Topology=o15-32i
ENSG00000218739	ENST00000406711	ENSP00000384813	CEBPZ-AS1	len=80	PredHel=1	Topology=o15-32i
ENSG00000218739	ENST00000392061	ENSP00000383895	CEBPZ-AS1	len=80	PredHel=1	Topology=o15-32i
ENSG00000218739	ENST00000397226	ENSP00000380403	CEBPZ-AS1	len=80	PredHel=1	Topology=o15-32i
ENSG00000091664	ENST00000263160	ENSP00000263160	SLC17A6	len=582	PredHel=12	Topology=i73-95o124-146i153-175o180-202i215-237o241-263i306-328o348-370i383-405o410-432i444-466o476-498i
ENSG00000186106	ENST00000520552	ENSP00000429015	ANKRD46	len=232	PredHel=1	Topology=o190-212i
ENSG00000186106	ENST00000335659	ENSP00000335287	ANKRD46	len=228	PredHel=1	Topology=i190-212o
ENSG00000186106	ENST00000519597	ENSP00000430056	ANKRD46	len=228	PredHel=1	Topology=i190-212o
ENSG00000186106	ENST00000520311	ENSP00000428388	ANKRD46	len=228	PredHel=1	Topology=i190-212o
ENSG00000186106	ENST00000519316	ENSP00000430827	ANKRD46	len=175	PredHel=1	Topology=i137-159o
ENSG00000185933	ENST00000329905	ENSP00000329926	CALHM1	len=346	PredHel=3	Topology=i19-38o48-70i186-205o
ENSG00000160654	ENST00000532917	ENSP00000431445	CD3G	len=182	PredHel=2	Topology=i7-25o115-137i
ENSG00000160654	ENST00000292144	ENSP00000292144	CD3G	len=40	PredHel=1	Topology=i7-25o
ENSG00000184408	ENST00000331113	ENSP00000333496	KCND2	len=630	PredHel=6	Topology=o182-204i225-247o257-279i325-344o354-373i385-407o
ENSG00000183128	ENST00000369783	ENSP00000358798	CALHM3	len=344	PredHel=3	Topology=i20-37o47-69i176-198o
ENSG00000126353	ENST00000246657	ENSP00000246657	CCR7	len=378	PredHel=7	Topology=o63-85i97-116o131-150i171-193o229-251i264-286o306-328i
ENSG00000126353	ENST00000579344	ENSP00000462631	CCR7	len=372	PredHel=7	Topology=o57-79i91-110o125-144i165-187o223-245i258-280o300-322i
ENSG00000126353	ENST00000578085	ENSP00000463075	CCR7	len=199	PredHel=5	Topology=o4-23i32-54o69-88i109-131o162-184i
ENSG00000266964	ENST00000351325	ENSP00000343314	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000589209	ENSP00000466398	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000455515	ENSP00000393611	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000588715	ENSP00000465289	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000588607	ENSP00000468535	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000588081	ENSP00000467727	FXYD1	len=92	PredHel=1	Topology=o35-57i
ENSG00000266964	ENST00000589121	ENSP00000467818	FXYD1	len=115	PredHel=1	Topology=o27-49i
ENSG00000164325	ENST00000296776	ENSP00000296776	TMEM174	len=243	PredHel=2	Topology=i38-60o70-92i
ENSG00000259003	ENST00000557595	ENSP00000451656	AE000662.92	len=99	PredHel=1	Topology=o51-73i
ENSG00000129562	ENST00000250498	ENSP00000250498	DAD1	len=113	PredHel=3	Topology=o29-51i56-78o93-112i
ENSG00000129562	ENST00000538631	ENSP00000440242	DAD1	len=78	PredHel=2	Topology=o26-48i55-74o
ENSG00000129562	ENST00000543337	ENSP00000440821	DAD1	len=85	PredHel=2	Topology=o26-45i65-84o
ENSG00000106025	ENST00000222747	ENSP00000222747	TSPAN12	len=305	PredHel=4	Topology=i13-35o55-77i90-112o228-250i
ENSG00000106025	ENST00000450414	ENSP00000397411	TSPAN12	len=42	PredHel=1	Topology=i5-27o
ENSG00000106025	ENST00000415871	ENSP00000397699	TSPAN12	len=305	PredHel=4	Topology=i13-35o55-77i90-112o228-250i
ENSG00000106025	ENST00000441017	ENSP00000411158	TSPAN12	len=147	PredHel=3	Topology=i13-35o55-77i90-112o
ENSG00000106025	ENST00000433758	ENSP00000399059	TSPAN12	len=120	PredHel=3	Topology=i13-35o55-77i90-112o
ENSG00000106025	ENST00000424710	ENSP00000404942	TSPAN12	len=112	PredHel=3	Topology=i13-35o55-77i89-111o
ENSG00000106025	ENST00000430985	ENSP00000388819	TSPAN12	len=95	PredHel=2	Topology=i13-35o55-77i
ENSG00000156642	ENST00000345330	ENSP00000290401	NPTN	len=398	PredHel=1	Topology=o338-360i
ENSG00000156642	ENST00000351217	ENSP00000342958	NPTN	len=282	PredHel=1	Topology=o222-244i
ENSG00000156642	ENST00000565325	ENSP00000457470	NPTN	len=184	PredHel=1	Topology=o133-155i
ENSG00000156642	ENST00000562924	ENSP00000456349	NPTN	len=278	PredHel=1	Topology=o222-244i
ENSG00000156642	ENST00000563691	ENSP00000457028	NPTN	len=394	PredHel=1	Topology=o338-360i
ENSG00000156642	ENST00000542234	ENSP00000440593	NPTN	len=193	PredHel=1	Topology=o133-155i
ENSG00000156642	ENST00000545878	ENSP00000444548	NPTN	len=394	PredHel=1	Topology=o338-360i
ENSG00000233094	ENST00000427326	ENSP00000414037	AL592170.1	len=215	PredHel=5	Topology=o10-32i39-61o65-84i105-127o131-148i
ENSG00000117758	ENST00000373943	ENSP00000363054	STX12	len=276	PredHel=1	Topology=i251-273o
ENSG00000221946	ENST00000586063	ENSP00000466915	FXYD7	len=77	PredHel=1	Topology=o24-46i
ENSG00000221946	ENST00000270310	ENSP00000270310	FXYD7	len=80	PredHel=1	Topology=o24-46i
ENSG00000221946	ENST00000588265	ENSP00000465784	FXYD7	len=117	PredHel=2	Topology=i28-45o60-82i
ENSG00000196917	ENST00000436083	ENSP00000409980	HCAR1	len=346	PredHel=6	Topology=i21-43o53-70i131-153o179-201i221-243o258-280i
ENSG00000196917	ENST00000356987	ENSP00000349478	HCAR1	len=346	PredHel=6	Topology=i21-43o53-70i131-153o179-201i221-243o258-280i
ENSG00000196917	ENST00000432564	ENSP00000389255	HCAR1	len=346	PredHel=6	Topology=i21-43o53-70i131-153o179-201i221-243o258-280i
ENSG00000165379	ENST00000298119	ENSP00000298119	LRFN5	len=719	PredHel=1	Topology=o528-550i
ENSG00000126460	ENST00000246794	ENSP00000246794	PRRG2	len=202	PredHel=1	Topology=o110-132i
ENSG00000182782	ENST00000328880	ENSP00000375066	HCAR2	len=363	PredHel=7	Topology=o30-52i64-86o101-123i144-163o191-213i233-255o275-297i
ENSG00000255398	ENST00000528880	ENSP00000436714	HCAR3	len=387	PredHel=7	Topology=o30-52i64-86o101-123i144-163o191-213i233-255o275-297i
ENSG00000173137	ENST00000529654	ENSP00000431875	ADCK5	len=129	PredHel=1	Topology=o50-69i
ENSG00000173137	ENST00000532190	ENSP00000435155	ADCK5	len=115	PredHel=1	Topology=o50-69i
ENSG00000173137	ENST00000526833	ENSP00000436484	ADCK5	len=115	PredHel=1	Topology=o50-69i
ENSG00000249242	ENST00000515780	ENSP00000420919	TMEM150C	len=249	PredHel=6	Topology=i7-29o66-88i95-117o132-154i167-189o193-215i
